央视,#genre#
Golden 強片台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii70
Golden影迷台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii76
HGTV,https://smt.passwdword.xyz/Smart.php?id=HGTV
HGTV,https://smt.passwdword.xyz/Smart.php?id=HGTV
HGTV,https://smt.passwdword.xyz/Smart.php?id=HGTV
INULTRA,https://4gtvmobile-mozai.4gtv.tv/nDZqMt0FI1BMS2GWLo8ci2URSz1AVFLEGBfSCMUgICY%3d/index.m3u8?token=v-24RclYB33b3g5upZ_YnQ&expires=1764569433&token1=QFNcw43arxff2UmdEKNRvA&expires1=1764569433&refer=YzRiNGU1ZGUtZDkzNS00ZTY0LTg5MmQtNDkxYmNiYWQ3ZTIx&y=0
JOJO 的奇妙冒險,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii178
KIX,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CKIX
KIX,https://ofiii.passwdword.xyz/mytv265.php?id=CKIX
Lifetime 娛樂頻道,https://4gtvmobile-mozai.4gtv.tv/8u5hzUd_gjzFMilAVbqAcwqN5CJRAIwMXn-UObzWUOQ%3d/index.m3u8?token=Q2tHt2L9PMAQWGj3763qTA&expires=1764569375&token1=bw_NBGkd6pPzyMcUZ1XImQ&expires1=1764569375&refer=OGMzOWY0NDEtNjVhYy00MWM2LTg0YzUtYzUzODk3NDVkZDg5&y=0
Love Nature,https://4gtvmobile-mozai.4gtv.tv/rbWvqClTZ2-6v_PKQFtLc8d20GBB-fx03ucfF5zLVeg%3d/index.m3u8?token=OK_NWF8iAwfgLFVNMHIWww&expires=1764569532&token1=7CYVYMMWvEOqlASyhFl-tA&expires1=1764569532&refer=MjMxYzBkMDYtYjkyNy00MTBlLTk5NWEtMWQzMDBhMTMzOGIx&y=0
LUXE TV Channel,https://4gtvmobile-mozai.4gtv.tv/udm6cZtTDp4FyGkRpYnX0571bi_uYWYKMc3K5KIw5OU%3d/index.m3u8?token=kXIsYehihyoWgZPdh50sQw&expires=1764569562&token1=lbUGeuXggiTPAPGax4MuXg&expires1=1764569562&refer=NDVlNzFjNjQtYjFiMy00MjYyLWFmNWQtZDgzNDM1OGZlMDgx&y=0
Mezzo Live HD,https://4gtvmobile-mozai.4gtv.tv/BN12SBh8-dISHzGZKVOkObrEsbi0I61xn7Sm8SoIIOY%3d/index.m3u8?token=GqqIAkE769zF1mOuF1T2CA&expires=1764569410&token1=Q4Z0GulwUT5ey5dUI7XG7g&expires1=1764569410&refer=YmU1MDI4OTQtMWM5Zi00MGVkLWI2MjgtMDQxN2UwOWRmNWZk&y=0
Mono,https://4gtvmobile-mozai.4gtv.tv/vl-NzU3rNs6_RhUNJoQdAZ1RfSj2owIt6Twg-_Lfv0o%3d/index.m3u8?token=Nmw9rs1KLWako814nQG-hg&expires=1764569152&token1=1NYq-oPyrnx2zIoF3WUfxw&expires1=1764569152&refer=OTI5ZjczOGUtMjE2MS00YjJiLTk1ZmQtM2I2NTAwYTc4MzFj&y=0
MTV Live,https://4gtvmobile-mozai.4gtv.tv/qiQRwDofC2wT3mWc7cYKr-FMUuYR3fk5T4OVUSUhETU%3d/index.m3u8?token=GQp3IwLfItmuYGMe_xy8XA&expires=1764569400&token1=c39Bf5vxptbj-7mwGgMAag&expires1=1764569400&refer=YzE1ZmVmYjMtY2ViZi00MDkzLThhZmMtYzc2YmQ5NzBjMDc0&y=0
My Cinema Europe HD 我的歐洲電影,https://4gtvmobile-mozai.4gtv.tv/1vA7Njto5v7UYWbUCH-FPX--arjPcm9hgzcPJtm-d6Y%3d/index.m3u8?token=aciTTAwHueiNlCQ0v347PA&expires=1764569742&token1=KVw7VVAAlD6hSsJFIWr7oA&expires1=1764569742&refer=ZDQ5YWM1YmMtY2YxYS00ODY2LTkzNzgtMmViNjYyMTIxM2Q0&y=0
NewsWorld,https://ofiii.passwdword.xyz/mytv265.php?id=NSWD
NOW 70s,https://ofiii.passwdword.xyz/mytv265.php?id=NOW7
NOW 80s,https://ofiii.passwdword.xyz/mytv265.php?id=NOW8
NOW 90s00s,https://ofiii.passwdword.xyz/mytv265.php?id=NOW9
NOW ROCK,https://ofiii.passwdword.xyz/mytv265.php?id=NOWR
Pet Club TV,https://4gtvmobile-mozai.4gtv.tv/80PFyDm_ke4kRGvc809jU6MtHmAytl9GQTsCF7L0WeY%3d/index.m3u8?token=erQF1jCCdyz3QGxc68QM9w&expires=1764569483&token1=kzabjB0m_74_bRtzDMlXTw&expires1=1764569483&refer=OGI0ZTkyOGMtMDhmZi00NDlmLWFkZmEtNjYwZDk2YThkMTQy&y=0
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/Co_m4NZ7vhEzTNXoL4giqrO_h25sySVlF4Frh2gpxVM%3d/index.m3u8?token=cePX2wdXZ8J0VFNwR4wjXg&expires=1764569672&token1=4s0S0Ibs-rMaS0AxlhqTpg&expires1=1764569672&refer=OWM0NzM5N2UtZjg4ZC00MDVjLTg3NmQtZmE5MDVjZTllNWE4&y=0
ROCK Entertainment,https://4gtvmobile-mozai.4gtv.tv/Fn-fzVAjPqy5GIKjraQj01Mdcw70Z9OCFl8Gs-yehcs%3d/index.m3u8?token=UGtEGGY8TrfJSTyqz4HAUg&expires=1764569367&token1=VDRUamHebydCOjXeGpx4sw&expires1=1764569367&refer=YzljMTUyYTgtMzE0NS00ZTk3LWI4YzItYTQ0ZjRmOGNjNGM5&y=0
SBN全球財經台,https://4gtvmobile-mozai.4gtv.tv/ymWsz8y9j2PSDE5iAEzo67T0fnBmsdbE9vX0HdoWAZA%3d/index.m3u8?token=-3mzYE8SUnTe721UQk-ycA&expires=1764569272&token1=f2kh2mmeMWSlYHCBsk9eKQ&expires1=1764569272&refer=NDU5ZmM2YjItZDIwYy00YjIyLTg3MTMtMzg5NTQxNzJiMTA4&y=0
SiCAR愛車酷,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii216
Smart知识台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn19
SPY X FAMILY 間諜家家酒,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii170
SPY X FAMILY 間諜家家酒,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii171
SUPER金曲,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=SGOL
SUPER金曲,https://ofiii.passwdword.xyz/mytv265.php?id=SGOL
TLC,https://smt.passwdword.xyz/Smart.php?id=tlc_twn
TLC,https://smt.passwdword.xyz/Smart.php?id=Tlc
TLC,https://smt.passwdword.xyz/Smart.php?id=Tlc
TLC,https://smt.passwdword.xyz/Smart.php?id=Tlc
TRACE Sport Stars,https://4gtvmobile-mozai.4gtv.tv/slhYtLa7LwlJJMGcqBtCgSE1OqjpyMDlFu9lyZvg2tA%3d/index.m3u8?token=UV0p09IpKbBq1GWR3MOu5g&expires=1764569441&token1=bGMDKN0n0AlerIb3Afa56w&expires1=1764569441&refer=MDkwZDYyYjAtMTEzOS00MWQwLWI4MzYtMjgxNjVjZjYyMzQ5&y=0
TRACE Urban,https://4gtvmobile-mozai.4gtv.tv/N3C1w7j2EhJjj42cJ8vRihyQBRrlek5PZFJKoqUa4HY%3d/index.m3u8?token=78DFPoivY1WxrRw3ohgRVg&expires=1764569394&token1=Myyu5zAYTxFFloDmUrcLpA&expires1=1764569394&refer=ZmMyYzcwMTItYmUzYS00MGFhLThiYWYtN2RhYTUwZjkwNjY4&y=0
TV1,https://smt.passwdword.xyz/Smart.php?id=TV1
TV1,https://smt.passwdword.xyz/Smart.php?id=TV1_backup
TV2,https://smt.passwdword.xyz/Smart.php?id=TV2
TV3,https://smt.passwdword.xyz/Smart.php?id=TV3
TV3,https://smt.passwdword.xyz/Smart.php?id=TV3_mega
TV5MONDE STYLE HD 生活時尚,https://4gtvmobile-mozai.4gtv.tv/THxeYe7xaAuak1nlPMr36d2KmFez76I2K47GKAEl7Wc%3d/index.m3u8?token=a-aWSGJo8tMFfToxb8og6w&expires=1764569569&token1=mFmWZ63CXJCb84DaD8aYBw&expires1=1764569569&refer=NGFhNzFjNTctMWVlOS00OWJiLWFjYmItOTFmZGYwMzY3NWFm&y=0
TV9,https://smt.passwdword.xyz/Smart.php?id=TV9
WION,https://smt.passwdword.xyz/Smart.php?id=Wion
WTO姐妹會,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii129
ZooMoo,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=ZOO
ZooMoo,https://ofiii.passwdword.xyz/mytv265.php?id=ZOO
豬哥亮歌廳秀,https://4gtvmobile-mozai.4gtv.tv/Gy_DNg4js2s1MwEGliWlZw_JX5J0n_7TenAgkLLPbJU%3d/index.m3u8?token=VR0U90ZcT8iT4oP1JY27hg&expires=1764569309&token1=kGGgHvJlENRmyd8zZ3eRzA&expires1=1764569309&refer=N2ZkNDdlYWItY2UwMC00NzVlLTlmMjQtOTRjY2RhN2YyMGY3&y=0
豬哥壹級棒,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii126
綜藝大集合,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii125
体育,#genre#
爱尔达体育1台,https://smt.passwdword.xyz/Smart.php?id=eltasport_twn
爱尔达体育2台,https://smt.passwdword.xyz/Smart.php?id=eltasport2_twn
爱尔达体育2台,https://smt.passwdword.xyz/Smart.php?id=eltasport2_twn
爱尔达体育3台,https://smt.passwdword.xyz/Smart.php?id=eltasport3_twn
爱尔达体育3台,https://smt.passwdword.xyz/Smart.php?id=eltasport3_twn
其他,#genre#
007情報員-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/ivnKVsJfyqn3AwE7vEezmxmpyoDJij89V0VbQHHUrHH-5kunfwLelfCRsOApgS9k/index.m3u8?token=DZyVP1m4iKe1hAYIUetqfA&expires=1764570183&token1=ZDNaV143g-M2T-D1pnClKQ&expires1=1764598983&refer=OWI3ZWNiOWUtNzVhYy00OTIzLTg4MGUtNzM0ZDE3NWM4NWNk&y=2021
11點熱吵店,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii143
11點熱吵店-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/zRCQhWO_0JBg3KQNKo_mZl1an37_0t0OU5RJrrNa9Hw05Amb2Omt_aSe1NSVpFpNC9FczawjQNR2k1qZ8gs8tA%3d%3d/index.m3u8?token=ZCjUQuYYK2MzdpPyWO75Ng&expires=1764570298&token1=OgG5KfChVXZBNRD-br9gIg&expires1=1764599098&refer=ZTFjNDg5NTMtZDA0Yy00ZGYxLWE2YTYtMTE0MDdkNDczNTI4&y=2024
2025雙北世壯運-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/5Un5pvW7-9Vae_M712WlzRNMmGMP7ieZQClGGWk5zUU3hKbJugvZ5O8KTQPo3nK2su6rwwPlQQPrsWo1doEVIw%3d%3d/index.m3u8?token=v2IOiimi7KLoP3fGFUpz9w&expires=1764570524&token1=5mMaPFbfcOvVuCe9Cdg5TA&expires1=1764599324&refer=NGI0OWI4MWItMTc4OS00ZDRhLWE0NGMtZTZhNWIxYmUwZjA4&y=2025
5566偶像劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/hCn9maWnyF5uTwMwyEzPH2Cdf5ePVvgc39okzGAtoL5I05EBFEhIpeZ73v_-cf_i_I9q6p8R3hqNNsyX-QYhVA%3d%3d/index.m3u8?token=h8r9IY_CfVO4fWvgTYrytA&expires=1764570052&token1=OuUYDuW-K2CAjTzZhL3P9g&expires1=1764598852&refer=ZjRjNTFhODktYjUwZC00MzBkLWExYTAtNjFlOTI2NDZiMGFm&y=2022
ABCNEWSLIVE,https://smt.passwdword.xyz/Smart.php?id=abcnews_glo
ADITHYA,https://smt.passwdword.xyz/Smart.php?id=Adithya
ALHIJRAH,https://smt.passwdword.xyz/Smart.php?id=Alhijrah
ALHIJRAH,https://smt.passwdword.xyz/Smart.php?id=Alhijrah_backup
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
amc電影台,https://4gtvmobile-mozai.4gtv.tv/7ePnP1gw74uvm2xej3afr77R3RTwYZGztBA0Z7QoI3Q%3d/index.m3u8?token=PXaUhPPeq3eEfzJKzjsjrg&expires=1764569724&token1=khwD0GmwTI30PyHnrUqzkA&expires1=1764569724&refer=YjI0ZGViODAtYTk2MS00ZWUwLWI2YTQtOGI2OWIxMzhlMjA3&y=0
ANIMAX,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CANI
ANIMAX,https://ofiii.passwdword.xyz/mytv265.php?id=CANI
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ARENABOLA2,https://smt.passwdword.xyz/Smart.php?id=Arena
ARENABOLA2,https://smt.passwdword.xyz/Smart.php?id=Arena
ARIRANGTV,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CARI
ARIRANGTV,https://ofiii.passwdword.xyz/mytv265.php?id=CARI
ARIRANG阿里郎频道,https://smt.passwdword.xyz/Smart.php?id=arirang_twn
ASIANET,https://smt.passwdword.xyz/Smart.php?id=asianet_raj
ASIANET,https://smt.passwdword.xyz/Smart.php?id=asianetnews_raj
ASTROBADMINTON,https://smt.passwdword.xyz/Smart.php?id=go_badminton1
ASTROBADMINTON2,https://smt.passwdword.xyz/Smart.php?id=go_badminton2
ASTROCRICKET,https://smt.passwdword.xyz/Smart.php?id=Acricket
ASTROFOOTBALL,https://smt.passwdword.xyz/Smart.php?id=go_assp4
ASTROGRANDSTAND,https://smt.passwdword.xyz/Smart.php?id=go_assp3
ASTROPREMIERLEAGUE,https://smt.passwdword.xyz/Smart.php?id=go_assp1
ASTROPREMIERLEAGUE2,https://smt.passwdword.xyz/Smart.php?id=go_assp2
ASTROQJ,https://smt.passwdword.xyz/Smart.php?id=Quanjia
ASTROSPORTSPLUS,https://smt.passwdword.xyz/Smart.php?id=go_sportsplus
ASTROVAANAVIL,https://smt.passwdword.xyz/Smart.php?id=Vaanavil
BBCEARTH,https://smt.passwdword.xyz/Smart.php?id=bbclifestyle_twn
BBCEARTH,https://smt.passwdword.xyz/Smart.php?id=bbclifestyle_twn
BBCEARTHHD,https://smt.passwdword.xyz/Smart.php?id=bbcearth_twn
BBCEARTHHD,https://smt.passwdword.xyz/Smart.php?id=bbcearth_twn
BEINSPORTS1,https://smt.passwdword.xyz/Smart.php?id=Astrobein1
BEINSPORTS2,https://smt.passwdword.xyz/Smart.php?id=Astrobein2
BEINSPORTS3,https://smt.passwdword.xyz/Smart.php?id=Astrobein3
BERNAMA,https://smt.passwdword.xyz/Smart.php?id=Bernama
BOO,https://smt.passwdword.xyz/Smart.php?id=Boo
CARTOONNETWORK,https://smt.passwdword.xyz/Smart.php?id=Cn
CARTOONNETWORK,https://smt.passwdword.xyz/Smart.php?id=Cn
CBEEBIES,https://smt.passwdword.xyz/Smart.php?id=Cbeebies
CBEEBIES,https://smt.passwdword.xyz/Smart.php?id=Cbeebies
CELESTIALMOVIES,https://smt.passwdword.xyz/Smart.php?id=Celestial
CELESTIALMOVIES,https://smt.passwdword.xyz/Smart.php?id=Celestialindo
CGTN(中国环球电视网)英语频道,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CGE
CGTN(中国环球电视网)英语频道,https://ofiii.passwdword.xyz/mytv265.php?id=CGE
CGTN(中国环球电视网)记录频道,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CGD
CGTN(中国环球电视网)记录频道,https://ofiii.passwdword.xyz/mytv265.php?id=CGD
CH8(HD),https://smt.passwdword.xyz/Smart.php?id=ch8_pat
CHANNEL5,https://smt.passwdword.xyz/Smart.php?id=Channel5HD
CHANNEL5,https://smt.passwdword.xyz/Smart.php?id=ch5_pat
CHANNEL8,https://smt.passwdword.xyz/Smart.php?id=Channel8HD
CHANNELU,https://smt.passwdword.xyz/Smart.php?id=ChannelU
CINEMAONEGLOBAL,https://smt.passwdword.xyz/Smart.php?id=ci_twn
CITRADRAMA(HD),https://smt.passwdword.xyz/Smart.php?id=AAcitra
CNBCASIA(HD),https://smt.passwdword.xyz/Smart.php?id=cnbc_twn
CNBCASIA(HD),https://smt.passwdword.xyz/Smart.php?id=cnbc_twn
CNBCASIA(HD),https://smt.passwdword.xyz/Smart.php?id=cnbc_twn
CNNINTERNATIONAL,https://smt.passwdword.xyz/Smart.php?id=Cnn
COLORSTAMIL,https://smt.passwdword.xyz/Smart.php?id=Colorstam
CRICKET,https://smt.passwdword.xyz/Smart.php?id=tiankongcricket
CRICKET,https://smt.passwdword.xyz/Smart.php?id=tiankongcricket
DISCOVERY,https://smt.passwdword.xyz/Smart.php?id=discoveryworldtam_raj
DISCOVERY,https://smt.passwdword.xyz/Smart.php?id=discoverykidtamil_raj
DISCOVERY,https://smt.passwdword.xyz/Smart.php?id=discoverytamil_raj
DISCOVERYASIA,https://smt.passwdword.xyz/Smart.php?id=discoverytwn_twn
DISCOVERYHD,https://smt.passwdword.xyz/Smart.php?id=discoveryhd_twn
DREAMWORKS,https://smt.passwdword.xyz/Smart.php?id=Dreamworks
DREAMWORKS,https://smt.passwdword.xyz/Smart.php?id=Dreamworks
EURONEWS,https://smt.passwdword.xyz/Smart.php?id=euronews_antik
FASHIONBOX,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=FBX
FASHIONBOX,https://ofiii.passwdword.xyz/mytv265.php?id=FBX
FIGHTSPORTS(HD),https://smt.passwdword.xyz/Smart.php?id=Fs
FIGHTSPORTS(HD),https://smt.passwdword.xyz/Smart.php?id=Fs
FOOD超人-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/5tTvQPOvTpXh76yZu_6_R39FalZHQ8gR7PBlyw23PVOLtRN2ILhQwAsyKJ57lIoPhznWSUqkyvxsBVV6MIAeUg%3d%3d/index.m3u8?token=SJ3yIarYy43XQffUaaxJ3w&expires=1764570633&token1=-qXhiP9J6WMKK6S_OVxgpA&expires1=1764599433&refer=OGU0OTdjZTAtZTNkZi00OTFkLWIxMjUtODgxNzJjZWFmNTc0&y=2022
FOXNEWSCHANNELHD,https://smt.passwdword.xyz/Smart.php?id=foxnews_twn
FRANCE24,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CF24
FRANCE24,https://ofiii.passwdword.xyz/mytv265.php?id=CF24
FRANCE24,https://smt.passwdword.xyz/Smart.php?id=france24_twn
FRANCE24,https://smt.passwdword.xyz/Smart.php?id=france24_twn
Freeman @台灣,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii95
GagaOOLala 精選LGBTQ+好劇,https://4gtvmobile-mozai.4gtv.tv/E92BE0fm66NboY9uGetAoWWxXNopZ3AJ43x3WQsVhFo%3d/index.m3u8?token=qzSIqOw8wgsLmhky1M-QTw&expires=1764569679&token1=djyAYZ5BV2LEjbZgiPM1zA&expires1=1764569679&refer=YmIxNzJjNjAtNzcxNC00YzIyLWE3NWYtMDc1OTVkMDFhMWZh&y=0
GLOBALTREKKER,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=SMS
GLOBALTREKKER,https://ofiii.passwdword.xyz/mytv265.php?id=SMS
GoGoTaiwan-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/017OxcvHWBOik9lNSIf2UH73WPzt71MJQk7SNYqUo1a3WOKTER5PU4iYuzXqaR_XYMX7BZhv42Rz9XBkA3VEQw%3d%3d/index.m3u8?token=uhr1vAvliszE4CQNdTG0jA&expires=1764570514&token1=nFjTpS9dNNbV28vhtqA3oA&expires1=1764599314&refer=MDYyZDBiMGQtYTAxYy00MDBkLTlhMDQtNTIzNjlkMzA3ODUz&y=2023
GOLF,https://smt.passwdword.xyz/Smart.php?id=Agolf
GTV游戏竞技,https://smt.passwdword.xyz/Smart.php?id=Gtv
HahaTai 哈哈台-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/m7t5GUM61urkqjqkjdy24VppYvsdtiBbealiBY0Ceebg7n3neBLen9l6ZdmXmcy0/index.m3u8?token=FO9N68V0UpOzvfiaFDHsuw&expires=1764570566&token1=JynQFNNHf5zgYdZxiqh-BA&expires1=1764599366&refer=MDczNjIwN2EtNWE0NC00Yjg0LTg4ZTQtNjVlYWQ3OGZiYmNm&y=2025
HBO,https://smt.passwdword.xyz/Smart.php?id=hbohd_twn
HBO,https://smt.passwdword.xyz/Smart.php?id=hbohd_twn
HBOFAMILY,https://smt.passwdword.xyz/Smart.php?id=Hbofamily
HBOHD,https://smt.passwdword.xyz/Smart.php?id=Hbo
HBOHD,https://smt.passwdword.xyz/Smart.php?id=Hbo
HBOHD,https://smt.passwdword.xyz/Smart.php?id=Hbo
HBOHITS,https://smt.passwdword.xyz/Smart.php?id=Hbohitshd
HBOHITS,https://smt.passwdword.xyz/Smart.php?id=Hbohitshd
HBOSIGNATURE(HD),https://smt.passwdword.xyz/Smart.php?id=Hbosignature
HBOSIGNATURE(HD),https://smt.passwdword.xyz/Smart.php?id=Hbosignature
HISTORY,https://smt.passwdword.xyz/Smart.php?id=History
HISTORY,https://smt.passwdword.xyz/Smart.php?id=historytam_raj
HISTORY,https://smt.passwdword.xyz/Smart.php?id=History
HITS,https://smt.passwdword.xyz/Smart.php?id=hbohit_twn
HITS,https://smt.passwdword.xyz/Smart.php?id=hbohit_twn
HITS,https://smt.passwdword.xyz/Smart.php?id=Hits
HITS,https://smt.passwdword.xyz/Smart.php?id=Hits
HITSMOVIES(HD),https://smt.passwdword.xyz/Smart.php?id=Hitsmovie
HITSMOVIES(HD),https://smt.passwdword.xyz/Smart.php?id=Hitsmovie
HITSMOVIES(HD),https://smt.passwdword.xyz/Smart.php?id=Hitsmovie
HOYTV,https://smt.passwdword.xyz/Smart.php?id=hoycaijing_twn
IQIYI,https://smt.passwdword.xyz/Smart.php?id=Qiyi
ITV1HD,https://smt.passwdword.xyz/Smart.php?id=itv1_antik
ITV2HD,https://smt.passwdword.xyz/Smart.php?id=itv2_antik
KBSWORLD,https://smt.passwdword.xyz/Smart.php?id=KBS
KLT-靖天國際台,https://4gtvmobile-mozai.4gtv.tv/LOvtPpa4bBfqEnGhAk2hDdKkUSzNqnGOzgtJRrUE8sM%3d/index.m3u8?token=ihnqXCHGL0Y7drKO_zQAGQ&expires=1764569325&token1=-_s2ylbDppklQcr1bSJhBw&expires1=1764569325&refer=ZDgyMmVkY2QtOWI5Yi00ZTEwLTg2ODMtODIwZWEyYmVkNjM2&y=0
KPLUS,https://smt.passwdword.xyz/Smart.php?id=Kplus
KPLUS,https://smt.passwdword.xyz/Smart.php?id=Kplus
KTV,https://smt.passwdword.xyz/Smart.php?id=JakTV
KTV,https://smt.passwdword.xyz/Smart.php?id=Astroktv
KTV,https://smt.passwdword.xyz/Smart.php?id=picktv_antik
LiveABC互動英語頻道,https://4gtvmobile-mozai.4gtv.tv/bxw_QNI-rrYl-VW-594l6tN8shyUtdOTpX6RIO_mDCw%3d/index.m3u8?token=VaoQFjSKzA8m8SWbq7WV8w&expires=1764569083&token1=9W0myWjsjKhyIK2qp1oReg&expires1=1764569083&refer=MzAyNjhlMTItOWFjZS00ODVmLWI3NjktNmU4MGQ0YjNmMGM1&y=0
LOVENATURE4K,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=LN4
LOVENATURE4K,https://ofiii.passwdword.xyz/mytv265.php?id=LN4
LOVENATUREHD,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=LNH
LOVENATUREHD,https://ofiii.passwdword.xyz/mytv265.php?id=LNH
MAAMOVIES,https://smt.passwdword.xyz/Smart.php?id=starmaamovies_raj
MagellanTV頻道 (麥哲倫頻道) ,https://4gtvmobile-mozai.4gtv.tv/fx1LDqtyUP8EOTpF_R_624EvXl3_-XeLs3Beaeh45yQ%3d/index.m3u8?token=Vd7jrF711Yp7XeVdrB2DUA&expires=1764569579&token1=YgZLumAvk1nsXpGeZDuLZQ&expires1=1764569579&refer=ODdmZjdlOGItM2NmZS00ODQ0LTg0YjMtMTRlODhmNzRkNmJm&y=0
MEZZOLIVEHD,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CMEZ
MEZZOLIVEHD,https://ofiii.passwdword.xyz/mytv265.php?id=CMEZ
MIX,https://smt.passwdword.xyz/Smart.php?id=tiankongmix
MTV,https://smt.passwdword.xyz/Smart.php?id=AstroMTV
MTV,https://smt.passwdword.xyz/Smart.php?id=MuslimTV
MTVLIVE,https://smt.passwdword.xyz/Smart.php?id=mtvhd_twn
MTVLIVE,https://smt.passwdword.xyz/Smart.php?id=mtvhd_twn
MTVLIVE,https://smt.passwdword.xyz/Smart.php?id=mtvhd_twn
MYTVSUPER18台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=C18
MYTVSUPER18台,https://ofiii.passwdword.xyz/mytv265.php?id=C18
MYTVSUPER直播足球3台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=EVT3
MYTVSUPER直播足球3台,https://ofiii.passwdword.xyz/mytv265.php?id=EVT3
NATGEOWILD,https://smt.passwdword.xyz/Smart.php?id=Natgeowild
NATGEOWILD,https://smt.passwdword.xyz/Smart.php?id=Natgeowild
NATGEOWILD,https://smt.passwdword.xyz/Smart.php?id=natgeowildtamil_raj
NATGEOWILD,https://smt.passwdword.xyz/Smart.php?id=Natgeowild
NBATVHD,https://smt.passwdword.xyz/Smart.php?id=Nba
NEWTV超级电视剧,https://smt.passwdword.xyz/Smart.php?id=new_pat
NHK WORLD-JAPAN,https://4gtvmobile-mozai.4gtv.tv/sEGbJPu9UqboRTN3hxrHVtukECjfJoTtC-fP-tS0OCM%3d/index.m3u8?token=evWvhHHef21npSVsfFW_Iw&expires=1764569782&token1=6Nk5rbRqkRlzgu4Nd65Q9w&expires1=1764569782&refer=ZWY2ZjY4NzMtNjVjNi00ZTA3LWI3NGUtMGI5YzFkODNhN2M3&y=0
NHKWORLD,https://smt.passwdword.xyz/Smart.php?id=nhkworld_japan
NHKWORLD,https://smt.passwdword.xyz/Smart.php?id=nhkworld_japan
NHKWORLDJAPAN,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CNHK
NHKWORLDJAPAN,https://ofiii.passwdword.xyz/mytv265.php?id=CNHK
Nick Jr. 兒童頻道,https://4gtvmobile-mozai.4gtv.tv/ZQMAJUweM9QNPz6GB6CjrKaT2hwKk8dhuaP0M0uwOs0%3d/index.m3u8?token=rTcFZLAlN73nKznbUjityg&expires=1764569110&token1=AbY3Azz2fUJ5kOmW7zrOyg&expires1=1764569110&refer=MTU4Y2E4M2EtODNiZi00MTllLTk3YmQtYmE0YjJhZTI1ZDYw&y=0
ONE,https://smt.passwdword.xyz/Smart.php?id=One
ONE,https://smt.passwdword.xyz/Smart.php?id=One
ONE,https://smt.passwdword.xyz/Smart.php?id=Tvone
ONE,https://smt.passwdword.xyz/Smart.php?id=One
ONE,https://smt.passwdword.xyz/Smart.php?id=Bollyone
