ipv4直播,#genre#
天津卫视,http://123.113.110.212:9901/tsfile/live/0135_1.m3u8?key=txiptv$在线IPV4『线路2』
天津卫视,http://101.74.29.127:9901/tsfile/live/0135_1.m3u8?key=txiptv$在线IPV4『线路3』
天津卫视,http://zhuoyue.sihanlin.top:9901/tsfile/live/0135_1.m3u8?key=txiptv$在线IPV4『线路4』
天津卫视,http://jiugong.wulinsy.cn:39901/tsfile/live/0135_1.m3u8?key=txiptv$在线IPV4『线路5』
天津卫视,http://genglei.8866.org:9901/tsfile/live/1012_1.m3u8?key=txiptv$在线IPV4『线路6』
新疆卫视,http://118.193.105.26:9901/tsfile/live/0110_1.m3u8?key=txiptv$在线IPV4
云南卫视,http://zhuoyue.sihanlin.top:9901/tsfile/live/0119_1.m3u8?key=txiptv$在线IPV4
重庆卫视,http://118.193.105.26:9901/tsfile/live/0142_1.m3u8?key=txiptv$在线IPV4『线路1』
重庆卫视,http://101.74.29.127:9901/tsfile/live/0142_1.m3u8?key=txiptv$在线IPV4『线路2』
重庆卫视,http://zhuoyue.sihanlin.top:9901/tsfile/live/0142_1.m3u8?key=txiptv$在线IPV4『线路3』
重庆卫视,http://genglei.8866.org:9901/tsfile/live/1021_1.m3u8?key=txiptv$在线IPV4『线路4』
大湾区卫视,https://smt.passwdword.xyz/Smart.php?id=nanfang_twn$在线IPV4『线路1』
大湾区卫视,https://tzh911.qzz.io/play-smt.php?id=nanfang_twn$在线IPV4『线路2』
大湾区卫视,http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=20251124040028080b21777432456097dd93a447ec88e9&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20251124040028&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=106.13.250.90&SecurityKey=20251124040028&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f5c7fd2e30aab354d62e8df0cf047ef8&ddCalcu=8ff5eec27784f00df2ce03f0da8aeb2365d4$在线IPV4『线路3』
大湾区卫视,http://bxtv.3a.ink/migu.php?id=608917627$在线IPV4『线路4』
兵团卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/index.m3u8?msisdn=20251124040029fda597d5fe7e4115a023d97c737106b4&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20251124040029&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=106.13.250.90&SecurityKey=20251124040029&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e54f4b1e161e101e1f244881ba415aa4&ddCalcu=4ea5ea425f61404ba1be1186814e4120f11e$在线IPV4『线路1』
兵团卫视,http://bxtv.3a.ink/migu.php?id=956923145$在线IPV4『线路2』
地方,#genre#
珠江台,https://smt.passwdword.xyz/Smart.php?id=zhujiang$在线IPV4『线路1』
珠江台,https://tzh911.qzz.io/play-smt.php?id=zhujiang$在线IPV4『线路2』
北京卡酷少儿,http://118.193.105.26:9901/tsfile/live/0139_2.m3u8?key=txiptv$在线IPV4『线路1』
北京卡酷少儿,http://jiugong.wulinsy.cn:39901/tsfile/live/1013_1.m3u8?key=txiptv$在线IPV4『线路2』
北京卡酷少儿,http://genglei.8866.org:9901/tsfile/live/1039_1.m3u8?key=txiptv$在线IPV4『线路3』
asia,#genre#
美亚电影,https://smt.passwdword.xyz/Smart.php?id=meiyamovie_twn$在线IPV4『线路1』
美亚电影,https://tzh911.qzz.io/play-smt.php?id=meiyamovie_twn$在线IPV4『线路2』
TVB Asia,https://smt.passwdword.xyz/Smart.php?id=Tvbasia$在线IPV4『线路1』
TVB Asia,https://tzh911.qzz.io/play-smt.php?id=Tvbasia$在线IPV4『线路2』
TVB Classic,https://smt.passwdword.xyz/Smart.php?id=Tvbclassic$在线IPV4『线路1』
TVB Classic,https://tzh911.qzz.io/play-smt.php?id=Tvbclassic$在线IPV4『线路2』
TVB Entertainment,https://smt.passwdword.xyz/Smart.php?id=Tvbentertainment$在线IPV4『线路1』
TVB Entertainment,https://tzh911.qzz.io/play-smt.php?id=Tvbentertainment$在线IPV4『线路2』
TVB Jade,https://smt.passwdword.xyz/Smart.php?id=Tvbjade$在线IPV4『线路1』
TVB Jade,https://tzh911.qzz.io/play-smt.php?id=Tvbjade$在线IPV4『线路2』
TVB 星河台 Xing He,https://smt.passwdword.xyz/Smart.php?id=Xinhe$在线IPV4『线路1』
TVB 星河台 Xing He,https://tzh911.qzz.io/play-smt.php?id=Xinhe$在线IPV4『线路2』
TVBS 新闻台,https://smt.passwdword.xyz/Smart.php?id=tvbs_n$在线IPV4『线路1』
TVBS 新闻台,https://tzh911.qzz.io/play-smt.php?id=tvbs_n$在线IPV4『线路2』
TVBS欢乐,https://4gtvmobile-mozai.4gtv.tv/MY0Yitccm7GPAvw19rAQrkTWWFbMc5soMbnA5NF9338%3d/index.m3u8?token=OsV2iw7QZHGb6Qz8rWi-iw&expires=1763942898&token1=0jeFmnM267SC_SyoZvMvvQ&expires1=1763942898&refer=N2EwNWIzNzgtNmUxYi00MTM0LTkxODctYzVkMTE4YWE1MTBm&y=0$在线IPV4『线路1』
TVBS欢乐,https://smt.passwdword.xyz/Smart.php?id=tvbshuanle_twn$在线IPV4『线路2』
TVBS欢乐,https://tzh911.qzz.io/play-smt.php?id=tvbshuanle_twn$在线IPV4『线路3』
TVBS精采,https://4gtvmobile-mozai.4gtv.tv/nXVHWQrIOdGOBIJv5ZG_66MQCIP5ixxZV7hs2qvsciI%3d/index.m3u8?token=5NHlAdbNccxPyrQvqvEx-g&expires=1763942541&token1=JLD4V1P_t-qDyqjYY5ouPQ&expires1=1763942541&refer=ZmRjOTgwYTgtNmEwYS00NGU4LWIzNGItN2E1ZDU3YzU3Nzk1&y=0$在线IPV4
TVBS台剧,https://4gtvmobile-mozai.4gtv.tv/Wkmj6RVf_klkLA8D-v47L3BC0lv7CVo0HZEU28SHprA%3d/index.m3u8?token=uNL-eDDF5wH3ofNa-6EFAw&expires=1763943387&token1=q-Xki6pnzj2nWCi-yVmDAA&expires1=1763943387&refer=M2JkMGI0NzEtZGNiMi00NjdjLWExODQtNDA1MjhmMzgxMWQy&y=0$在线IPV4
TVBS综艺,https://4gtvmobile-mozai.4gtv.tv/g0nOI0E9WoFHukwJ9_KFZZ3FiR0R5v06FcjRFI4O9e4%3d/index.m3u8?token=3REgCTeJN2_OZkkx6uTUSA&expires=1763943379&token1=2w69NW4qY5gUCKfopGppEQ&expires1=1763943379&refer=OTBhM2JjOTgtMDgxYS00ZGJhLWFlMDgtNjk3MDEwMmQ2NzQx&y=0$在线IPV4
ViuTV,https://smt.passwdword.xyz/Smart.php?id=viu1_twn$在线IPV4『线路1』
ViuTV,https://tzh911.qzz.io/play-smt.php?id=viu1_twn$在线IPV4『线路2』
HBO Family,https://smt.passwdword.xyz/Smart.php?id=Hbofamily$在线IPV4『线路1』
HBO Family,https://tzh911.qzz.io/play-smt.php?id=Hbofamily$在线IPV4『线路2』
HBO Hits,https://smt.passwdword.xyz/Smart.php?id=Hbohitshd$在线IPV4『线路1』
HBO Hits,https://tzh911.qzz.io/play-smt.php?id=Hbohitshd$在线IPV4『线路2』
HBO Signature,https://smt.passwdword.xyz/Smart.php?id=Hbosignature$在线IPV4『线路1』
HBO Signature,https://tzh911.qzz.io/play-smt.php?id=Hbosignature$在线IPV4『线路2』
HBO_HD,https://smt.passwdword.xyz/Smart.php?id=hbohd_twn$在线IPV4『线路1』
HBO_HD,https://tzh911.qzz.io/play-smt.php?id=hbohd_twn$在线IPV4『线路2』
HBO_HITS,https://smt.passwdword.xyz/Smart.php?id=hbohit_twn$在线IPV4『线路1』
HBO_HITS,https://tzh911.qzz.io/play-smt.php?id=hbohit_twn$在线IPV4『线路2』
爱尔达体育1台,https://smt.passwdword.xyz/Smart.php?id=eltasport_twn$在线IPV4『线路1』
爱尔达体育1台,https://tzh911.qzz.io/play-smt.php?id=eltasport_twn$在线IPV4『线路2』
爱尔达体育2台,https://smt.passwdword.xyz/Smart.php?id=eltasport2_twn$在线IPV4『线路1』
爱尔达体育2台,https://tzh911.qzz.io/play-smt.php?id=eltasport2_twn$在线IPV4『线路2』
爱尔达体育3台,https://smt.passwdword.xyz/Smart.php?id=eltasport3_twn$在线IPV4『线路1』
爱尔达体育3台,https://tzh911.qzz.io/play-smt.php?id=eltasport3_twn$在线IPV4『线路2』
爱尔达影剧台,https://smt.passwdword.xyz/Smart.php?id=eltayingju_twn$在线IPV4『线路1』
爱尔达影剧台,https://tzh911.qzz.io/play-smt.php?id=eltayingju_twn$在线IPV4『线路2』
爱尔达娱乐,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv070$在线IPV4
爱尔达综合台,https://smt.passwdword.xyz/Smart.php?id=eltazonghe_twn$在线IPV4『线路1』
爱尔达综合台,https://tzh911.qzz.io/play-smt.php?id=eltazonghe_twn$在线IPV4『线路2』
爱奇艺 iQiyi,https://smt.passwdword.xyz/Smart.php?id=Qiyi$在线IPV4『线路1』
爱奇艺 iQiyi,https://tzh911.qzz.io/play-smt.php?id=Qiyi$在线IPV4『线路2』
八大精彩,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv034$在线IPV4『线路1』
八大精彩,https://4gtvmobile-mozai.4gtv.tv/3phomaKyg-Twla0Qg9TK50rIW6tSea1FP-y2KBzJ_8k%3d/index.m3u8?token=gWri62McdWeMA2UDrrek8A&expires=1763943144&token1=lJxeoNQE17jMK645RW2-tg&expires1=1763943144&refer=NjE3ODU1NzQtYWRjZC00MzdhLWFiNmMtZmMyNDZkZGVlNmZj&y=0$在线IPV4『线路2』
八大戏剧台,https://smt.passwdword.xyz/Smart.php?id=badadrama$在线IPV4『线路1』
八大戏剧台,https://tzh911.qzz.io/play-smt.php?id=badadrama$在线IPV4『线路2』
八大娱乐台,https://smt.passwdword.xyz/Smart.php?id=badaentertain$在线IPV4『线路1』
八大娱乐台,https://tzh911.qzz.io/play-smt.php?id=badaentertain$在线IPV4『线路2』
八大综艺,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv039$在线IPV4『线路1』
八大综艺,https://4gtvmobile-mozai.4gtv.tv/q4ZdKFE6GKNRhL8dJraCKXzCc-4h99J-B0WiSuOzG7k%3d/index.m3u8?token=knwc-kVW8z4Y3IffKXrNxg&expires=1763942527&token1=gMLFPRr9e8S7sXxarDMQPw&expires1=1763942527&refer=MWMzZjRhNGEtMzgxZi00MjFkLTg2YzktMjFkMzllNDU5NDAz&y=0$在线IPV4『线路2』
博斯高球一台,https://smt.passwdword.xyz/Smart.php?id=bosigolf1_twn$在线IPV4『线路1』
博斯高球一台,https://tzh911.qzz.io/play-smt.php?id=bosigolf1_twn$在线IPV4『线路2』
博斯无限台,https://smt.passwdword.xyz/Smart.php?id=bosiunlimited_twn$在线IPV4『线路1』
博斯无限台,https://tzh911.qzz.io/play-smt.php?id=bosiunlimited_twn$在线IPV4『线路2』
大爱二台,https://4gtvmobile-mozai.4gtv.tv/WVImUxKvS6QWjFeEVYwHqghwXH50u0JKejaPpjFO3_s%3d/index.m3u8?token=zlOPG2fpNBDnhFX1t-VuIg&expires=1763943291&token1=ajTNUy8Fe6iw4kkshTO9kw&expires1=1763943291&refer=NDY3NzM1YzQtODJiMS00MWE3LTgxMzUtZjM5OGM0OTkzYTdk&y=0$在线IPV4『线路1』
大爱二台,https://smt.passwdword.xyz/Smart.php?id=daai2_twn$在线IPV4『线路2』
大爱二台,https://tzh911.qzz.io/play-smt.php?id=daai2_twn$在线IPV4『线路3』
電影原聲台CMusic,https://4gtvmobile-mozai.4gtv.tv/tv2CrKfTM81hOIvmPZ36fcunwKguLn_ZYLXAwToOq9Y%3d/index.m3u8?token=q3LbC9OvSZeba8WxHkFg-Q&expires=1763942930&token1=N8YvcXX1T3VUyyIRVoglpw&expires1=1763942930&refer=ZWNiYmUxODAtYjkzMy00YWIxLWI3MmEtOTNiNjg0ODhhYmEw&y=0$在线IPV4
东森财经新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv153$在线IPV4『线路1』
东森财经新闻,https://smt.passwdword.xyz/Smart.php?id=ettvcaijing_twn$在线IPV4『线路2』
东森财经新闻,https://tzh911.qzz.io/play-smt.php?id=ettvcaijing_twn$在线IPV4『线路3』
东森超视,https://smt.passwdword.xyz/Smart.php?id=ettvsuper$在线IPV4『线路1』
东森超视,https://tzh911.qzz.io/play-smt.php?id=ettvsuper$在线IPV4『线路2』
东森电影,https://smt.passwdword.xyz/Smart.php?id=ettvmovie$在线IPV4『线路1』
东森电影,https://tzh911.qzz.io/play-smt.php?id=ettvmovie$在线IPV4『线路2』
东森戏剧台,https://smt.passwdword.xyz/Smart.php?id=ettvdrama$在线IPV4『线路1』
东森戏剧台,https://tzh911.qzz.io/play-smt.php?id=ettvdrama$在线IPV4『线路2』
东森新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv152$在线IPV4『线路1』
东森新闻,https://smt.passwdword.xyz/Smart.php?id=ettvnews$在线IPV4『线路2』
东森新闻,https://tzh911.qzz.io/play-smt.php?id=ettvnews$在线IPV4『线路3』
东森洋片,https://smt.passwdword.xyz/Smart.php?id=ettvwestern$在线IPV4『线路1』
东森洋片,https://tzh911.qzz.io/play-smt.php?id=ettvwestern$在线IPV4『线路2』
东森幼幼,https://smt.passwdword.xyz/Smart.php?id=yoyo_twn$在线IPV4『线路1』
东森幼幼,https://tzh911.qzz.io/play-smt.php?id=yoyo_twn$在线IPV4『线路2』
东森综合台,https://smt.passwdword.xyz/Smart.php?id=ettvzhonghe$在线IPV4『线路1』
东森综合台,https://tzh911.qzz.io/play-smt.php?id=ettvzhonghe$在线IPV4『线路2』
非凡新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv010$在线IPV4『线路1』
非凡新闻,https://smt.passwdword.xyz/Smart.php?id=feifannews_twn$在线IPV4『线路2』
非凡新闻,https://tzh911.qzz.io/play-smt.php?id=feifannews_twn$在线IPV4『线路3』
翡翠台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=J$在线IPV4『线路1』
翡翠台,https://smt.passwdword.xyz/Smart.php?id=jade_twn$在线IPV4『线路2』
翡翠台,https://smt.passwdword.xyz/Smart.php?id=Jade_xue$在线IPV4『线路3』
翡翠台,https://tzh911.qzz.io/play-smt.php?id=jade_twn$在线IPV4『线路4』
翡翠台,https://tzh911.qzz.io/play-smt.php?id=Jade_xue$在线IPV4『线路5』
公视台语台,https://smt.passwdword.xyz/Smart.php?id=ctv2_twn$在线IPV4『线路1』
公视台语台,https://tzh911.qzz.io/play-smt.php?id=ctv2_twn$在线IPV4『线路2』
古典音乐台,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv059$在线IPV4
滾動力rollor,https://4gtvmobile-mozai.4gtv.tv/uIcyqcZzvdAIM2iyFgDX-Bjksd19d-Z0lE3WD2OBP7M%3d/index.m3u8?token=ZdsLGYTcGQtjWdJinTuNjg&expires=1763943039&token1=tvTaK0Ty9_1ZKw2sl2avNQ&expires1=1763943039&refer=ZWMwMTU0ZTgtZDJhMS00NjkyLWJkNzAtNDRjZGE4OTM3NTgw&y=0$在线IPV4
好消息,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-ftv16$在线IPV4『线路1』
好消息,https://tzh911.qzz.io/litv.php?id=litv-ftv16$在线IPV4『线路2』
好消息,https://4gtvmobile-mozai.4gtv.tv/cKcRSsTSAqojdk4ukFwk2ZnZAWHNFfKWWJH-jtCl7Po%3d/index.m3u8?token=DlaNw6pNzLppkA33ydOlcQ&expires=1763943276&token1=H67q630MnCQsiN6UqyjpSQ&expires1=1763943276&refer=MjE5ZDY1OGYtMTQyYi00MjgyLWI4MzEtZjc0ZGUyMGQzNTU5&y=0$在线IPV4『线路3』
好消息 2,https://smt.passwdword.xyz/Smart.php?id=good2_twn$在线IPV4『线路1』
好消息 2,https://tzh911.qzz.io/play-smt.php?id=good2_twn$在线IPV4『线路2』
好消息2台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-ftv17$在线IPV4『线路1』
好消息2台,https://tzh911.qzz.io/litv.php?id=litv-ftv17$在线IPV4『线路2』
好消息2台,https://4gtvmobile-mozai.4gtv.tv/NX4RVwBp3YKFDEVTIJf1s0RbcmszQhrRAXFUfB5a9HY%3d/index.m3u8?token=zUqDP2m6QHduyXYuTbq98Q&expires=1763943285&token1=q5lOvTqAMmtOAz6jxZm23w&expires1=1763943285&refer=ZWE5Yjg4MzctYzBhMy00NmUwLWFjMTEtNTNkMGM1MjM1YmI2&y=0$在线IPV4『线路3』
华视,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv041$在线IPV4『线路1』
华视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv041$在线IPV4『线路2』
华视,https://4gtvmobile-mozai.4gtv.tv/TUeMyoozL4poeYDf2vPKHPaZRiHT-Ig2r1LZquqLKxo%3d/index.m3u8?token=a2SIri0uB5qGCYANHX0Rig&expires=1763942503&token1=HK7C15-7Q9mztvdkSHrGbQ&expires1=1763942503&refer=NTFmYzU4ZWYtZTQwOC00YTVmLTkxMzMtNmU5ZjVjN2U4Mjk5&y=0$在线IPV4『线路3』
华视新闻,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv052$在线IPV4『线路1』
华视新闻,https://4gtvmobile-mozai.4gtv.tv/Ug3uWYhMjkaf-Sj3HPEAH09DMq7TS272NDSXdWsEzvM%3d/index.m3u8?token=W6jxrznX5CaXxttGG9Butg&expires=1763942715&token1=YlmdFNsAqGI4kiURJ8G1ng&expires1=1763942715&refer=ZmRmODcyNDYtNTRmZS00NWFlLWEyNjYtYzhiOGUxNTY3ZjBi&y=0$在线IPV4『线路2』
华视新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv052$在线IPV4『线路3』
寰宇新闻台,https://tzh911.qzz.io/litv.php?id=litv-longturn14$在线IPV4『线路1』
寰宇新闻台,https://smt.passwdword.xyz/Smart.php?id=huanyuxinwen_twn$在线IPV4『线路2』
寰宇新闻台,https://tzh911.qzz.io/play-smt.php?id=huanyuxinwen_twn$在线IPV4『线路3』
中视,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv040$在线IPV4『线路1』
中视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv040$在线IPV4『线路2』
中视,https://4gtvmobile-mozai.4gtv.tv/PK_kRa0Kr4r3IJ50OjXYO4tkxejCkmp6hC5o1Lqml3s%3d/index.m3u8?token=w7yLtZns76xXp6AuWoQfYw&expires=1763942488&token1=_5nVkFoljk-m77auya6pyQ&expires1=1763942488&refer=MTczOTYwZjktYWJhNC00ZDY0LTlkNGEtYmU4NzdkNmQyMzY5&y=0$在线IPV4『线路3』
中天新闻,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv009$在线IPV4『线路1』
中天新闻,https://4gtvmobile-mozai.4gtv.tv/iSW_NLsmy0RJiJXHi7vQ1-7VDD_mP0FOwRXxblv33MU%3d/index.m3u8?token=YsW7fmb_HyadFEJpTgG5Tg&expires=1763942763&token1=D3_95f4GAaXRr2rjUGo67w&expires1=1763942763&refer=NzRjYTczZWEtY2M5YS00OGM4LTk0YTgtMTc0MzIxNWFmZTVi&y=0$在线IPV4『线路2』
中天新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv009$在线IPV4『线路3』
中天新闻,https://smt.passwdword.xyz/Smart.php?id=ctinews$在线IPV4『线路4』
中天新闻,https://tzh911.qzz.io/play-smt.php?id=ctinews$在线IPV4『线路5』
中天亚洲,https://smt.passwdword.xyz/Smart.php?id=ctiasia_twn$在线IPV4『线路1』
中天亚洲,https://tzh911.qzz.io/play-smt.php?id=ctiasia_twn$在线IPV4『线路2』
中天娱乐,https://smt.passwdword.xyz/Smart.php?id=ctient$在线IPV4『线路1』
中天娱乐,https://tzh911.qzz.io/play-smt.php?id=ctient$在线IPV4『线路2』
中天综合,https://smt.passwdword.xyz/Smart.php?id=ctizhonghe$在线IPV4『线路1』
中天综合,https://tzh911.qzz.io/play-smt.php?id=ctizhonghe$在线IPV4『线路2』
台视,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv066$在线IPV4『线路1』
台视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv066$在线IPV4『线路2』
台视综合,https://smt.passwdword.xyz/Smart.php?id=ttvzhonghe$在线IPV4『线路1』
台视综合,https://tzh911.qzz.io/play-smt.php?id=ttvzhonghe$在线IPV4『线路2』
天映经典,https://smt.passwdword.xyz/Smart.php?id=Celestial2$在线IPV4『线路1』
天映经典,https://tzh911.qzz.io/play-smt.php?id=Celestial2$在线IPV4『线路2』
天映频道,https://smt.passwdword.xyz/Smart.php?id=Celestial$在线IPV4『线路1』
天映频道,https://smt.passwdword.xyz/Smart.php?id=Celestialindo$在线IPV4『线路2』
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestial$在线IPV4『线路3』
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestialindo$在线IPV4『线路4』
纬来电影,https://smt.passwdword.xyz/Smart.php?id=videolandmovie$在线IPV4『线路1』
纬来电影,https://tzh911.qzz.io/play-smt.php?id=videolandmovie$在线IPV4『线路2』
纬来精彩,https://smt.passwdword.xyz/Smart.php?id=videolandspecial_twn$在线IPV4『线路1』
纬来精彩,https://tzh911.qzz.io/play-smt.php?id=videolandspecial_twn$在线IPV4『线路2』
纬来日本,https://smt.passwdword.xyz/Smart.php?id=videolandjapan$在线IPV4『线路1』
纬来日本,https://tzh911.qzz.io/play-smt.php?id=videolandjapan$在线IPV4『线路2』
纬来体育,https://smt.passwdword.xyz/Smart.php?id=videolandsport$在线IPV4『线路1』
纬来体育,https://tzh911.qzz.io/play-smt.php?id=videolandsport$在线IPV4『线路2』
纬来育乐,https://smt.passwdword.xyz/Smart.php?id=videolandyule$在线IPV4『线路1』
纬来育乐,https://tzh911.qzz.io/play-smt.php?id=videolandyule$在线IPV4『线路2』
纬来综合,https://smt.passwdword.xyz/Smart.php?id=videolandzonghe$在线IPV4『线路1』
纬来综合,https://tzh911.qzz.io/play-smt.php?id=videolandzonghe$在线IPV4『线路2』
三立都会台,https://smt.passwdword.xyz/Smart.php?id=sanlidouhui$在线IPV4『线路1』
三立都会台,https://tzh911.qzz.io/play-smt.php?id=sanlidouhui$在线IPV4『线路2』
三立台湾台,https://smt.passwdword.xyz/Smart.php?id=sanlitaiwan$在线IPV4『线路1』
三立台湾台,https://tzh911.qzz.io/play-smt.php?id=sanlitaiwan$在线IPV4『线路2』
三立戏剧台,https://smt.passwdword.xyz/Smart.php?id=sanlixiju_twn$在线IPV4『线路1』
三立戏剧台,https://tzh911.qzz.io/play-smt.php?id=sanlixiju_twn$在线IPV4『线路2』
民视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv002$在线IPV4『线路1』
民视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv155$在线IPV4『线路2』
民视,https://4gtvmobile-mozai.4gtv.tv/B1EG2mh3UjrczeqBZPYdFBkKDTe06V7Lbb9Go4NEGLQ%3d/index.m3u8?token=te6DhcKQ2kbtCjURRSprQw&expires=1763942472&token1=9jnxRjpgKaImOKKnWpCvHg&expires1=1763942472&refer=NmM2ZjEzMjgtNjM0Yy00YTY0LWJjZDktY2NmZjg3NmQzNzJi&y=0$在线IPV4『线路3』
民视第一台,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv003$在线IPV4『线路1』
民视第一台,https://4gtvmobile-mozai.4gtv.tv/ZOBWU0bDLJ6V56Nio0nmV1YDvfJ9Vy8NCeMiuXyWBk8%3d/index.m3u8?token=nQRXpPxBNtEPXWbo2w-rNQ&expires=1763942457&token1=3XBNcoOmQT_d9zvyDCflfQ&expires1=1763942457&refer=NTg4NzAyNTQtMjNjZi00OTViLThjNjYtZmE2MzYyOTUyZWFl&y=0$在线IPV4『线路2』
民视台湾台,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv001$在线IPV4『线路1』
民视台湾台,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv156$在线IPV4『线路2』
民视台湾台,https://4gtvmobile-mozai.4gtv.tv/94XxZo32nEWCLVOMkaTKDDWJlEQm7rhtgS5r_jabO70%3d/index.m3u8?token=ARR_RDzDvywuGqWO8vlFwQ&expires=1763942465&token1=u2OyBpvjnJAoecJaV7vz1g&expires1=1763942465&refer=ZjhlZjYwNmMtZGQyOC00NGQ2LWIzMzQtMTQ5MzM0ODMzMDk1&y=0$在线IPV4『线路3』
民视台湾台,https://smt.passwdword.xyz/Smart.php?id=ftvtaiwan_twn$在线IPV4『线路4』
民视台湾台,https://tzh911.qzz.io/play-smt.php?id=ftvtaiwan_twn$在线IPV4『线路5』
民视新闻台,https://4gtvmobile-mozai.4gtv.tv/MyXNhZuN5QDRcdKiC0rhOD6zHWkw3cyMlOf4WCsNpBc%3d/index.m3u8?token=h355iK4ws0_TvEAYUJQfUA&expires=1763942723&token1=ANeyOIKoWHW1L7_Ry1mTTQ&expires1=1763942723&refer=ZjdiMmZhYWQtYTAzZC00ZWY0LWFmZDEtMWIxNGI0ODI3Mjky&y=0$在线IPV4『线路1』
民视新闻台,https://tzh911.qzz.io/litv.php?id=litv-ftv13$在线IPV4『线路2』
民视新闻台,https://smt.passwdword.xyz/Smart.php?id=ftvnew_taiwan$在线IPV4『线路3』
民视新闻台,https://tzh911.qzz.io/play-smt.php?id=ftvnew_taiwan$在线IPV4『线路4』
龙华电影,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn03$在线IPV4『线路1』
龙华电影,https://tzh911.qzz.io/litv.php?id=litv-longturn03$在线IPV4『线路2』
龙华电影,https://smt.passwdword.xyz/Smart.php?id=xingwei_movie$在线IPV4『线路3』
龙华电影,https://tzh911.qzz.io/play-smt.php?id=xingwei_movie$在线IPV4『线路4』
龙华经典,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn21$在线IPV4『线路1』
龙华经典,https://tzh911.qzz.io/litv.php?id=litv-longturn21$在线IPV4『线路2』
龙华经典,https://smt.passwdword.xyz/Smart.php?id=lunghuajingdian_twn$在线IPV4『线路3』
龙华经典,https://tzh911.qzz.io/play-smt.php?id=lunghuajingdian_twn$在线IPV4『线路4』
龙华偶像,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn12$在线IPV4『线路1』
龙华偶像,https://tzh911.qzz.io/litv.php?id=litv-longturn12$在线IPV4『线路2』
龙华偶像,https://smt.passwdword.xyz/Smart.php?id=lunghuaidol_twn$在线IPV4『线路3』
龙华偶像,https://tzh911.qzz.io/play-smt.php?id=lunghuaidol_twn$在线IPV4『线路4』
龙华戏剧,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn18$在线IPV4『线路1』
龙华戏剧,https://tzh911.qzz.io/litv.php?id=litv-longturn18$在线IPV4『线路2』
龙华戏剧,https://smt.passwdword.xyz/Smart.php?id=lunghuaxiju_twn$在线IPV4『线路3』
龙华戏剧,https://tzh911.qzz.io/play-smt.php?id=lunghuaxiju_twn$在线IPV4『线路4』
龙华洋片,https://tzh911.qzz.io/litv.php?id=litv-longturn02$在线IPV4『线路1』
龙华洋片,https://smt.passwdword.xyz/Smart.php?id=lunghuawestern_twn$在线IPV4『线路2』
